500 7500
2142 49 25
2143 91 29
2144 75 82
2145 88 4
2146 83 92
2147 95 45
2148 90 52
2149 38 34
2150 55 61
2151 95 98
2152 53 21
2153 60 67
2154 76 25
2155 88 21
2156 66 38
2157 38 34
2158 76 98
2159 54 10
2160 37 16
2161 91 50
2162 32 71
2163 93 85
2164 25 42
2165 59 82
2166 28 35
2167 75 35
2168 100 75
2169 50 57
2170 89 17
2171 34 3
2172 27 96
2173 71 35
2174 93 77
2175 77 95
2176 75 96
2177 98 24
2178 45 45
2179 42 77
2180 79 60
2181 38 18
2182 48 4
2183 29 29
2184 65 49
2185 47 48
2186 41 14
2187 80 49
2188 46 90
2189 41 66
2190 96 46
2191 51 49
2192 85 26
2193 91 64
2194 41 17
2195 65 29
2196 28 11
2197 43 56
2198 83 68
2199 63 68
2200 38 80
2201 53 16
2202 84 6
2203 56 25
2204 66 53
2205 58 89
2206 48 67
2207 38 58
2208 91 46
2209 30 99
2210 98 45
2211 62 69
2212 76 42
2213 58 24
2214 72 86
2215 90 23
2216 83 78
2217 93 96
2218 29 31
2219 25 98
2220 91 48
2221 42 93
2222 57 17
2223 68 52
2224 31 36
2225 89 35
2226 71 77
2227 37 12
2228 36 41
2229 27 23
2230 57 26
2231 37 53
2232 48 70
2233 73 33
2234 71 55
2235 96 61
2236 98 82
2237 81 21
2238 61 14
2239 75 92
2240 78 97
2241 49 83
2242 58 36
2243 64 65
2244 64 100
2245 99 75
2246 64 74
2247 45 95
2248 31 48
2249 97 81
2250 55 15
2251 45 56
2252 27 2
2253 97 57
2254 90 18
2255 61 36
2256 42 35
2257 88 100
2258 60 30
2259 82 22
2260 72 7
2261 44 97
2262 54 56
2263 84 7
2264 56 76
2265 67 53
2266 64 9
2267 51 68
2268 88 72
2269 84 39
2270 54 17
2271 71 53
2272 98 9
2273 72 92
2274 74 66
2275 76 27
2276 96 23
2277 53 16
2278 83 50
2279 35 73
2280 36 100
2281 37 85
2282 93 69
2283 94 92
2284 75 45
2285 45 52
2286 27 22
2287 59 12
2288 85 25
2289 79 31
2290 36 25
2291 34 29
2292 75 3
2293 94 59
2294 59 77
2295 42 79
2296 44 26
2297 96 100
2298 93 19
2299 30 92
2300 61 80
2301 32 83
2302 59 33
2303 74 89
2304 63 54
2305 54 45
2306 26 19
2307 68 30
2308 86 50
2309 53 73
2310 88 92
2311 69 34
2312 49 43
2313 66 30
2314 72 34
2315 33 27
2316 72 32
2317 34 39
2318 61 32
2319 97 17
2320 100 8
2321 30 82
2322 81 9
2323 75 87
2324 82 17
2325 25 8
2326 30 84
2327 34 16
2328 79 98
2329 75 26
2330 91 80
2331 92 39
2332 28 50
2333 57 6
2334 87 85
2335 95 87
2336 89 67
2337 28 54
2338 47 63
2339 70 59
2340 84 100
2341 55 67
2342 94 99
2343 94 57
2344 82 56
2345 25 65
2346 92 53
2347 53 16
2348 81 67
2349 68 48
2350 48 86
2351 29 85
2352 37 90
2353 31 34
2354 77 26
2355 95 63
2356 100 48
2357 58 50
2358 88 84
2359 73 50
2360 60 56
2361 43 39
2362 91 26
2363 98 35
2364 72 98
2365 75 49
2366 48 100
2367 47 55
2368 38 37
2369 46 48
2370 89 36
2371 85 28
2372 69 36
2373 30 2
2374 65 72
2375 27 21
2376 82 56
2377 48 95
2378 33 34
2379 92 78
2380 93 71
2381 71 65
2382 25 10
2383 98 90
2384 98 65
2385 56 91
2386 92 74
2387 96 61
2388 25 23
2389 68 66
2390 27 9
2391 36 99
2392 39 83
2393 51 82
2394 43 92
2395 61 52
2396 69 24
2397 27 79
2398 44 80
2399 85 29
2400 69 10
2401 96 46
2402 82 59
2403 26 81
2404 53 76
2405 43 89
2406 27 77
2407 96 28
2408 32 96
2409 44 42
2410 46 71
2411 63 55
2412 54 40
2413 32 47
2414 35 93
2415 64 99
2416 40 5
2417 43 81
2418 88 76
2419 55 89
2420 63 28
2421 85 45
2422 100 51
2423 88 42
2424 67 21
2425 44 86
2426 63 47
2427 61 48
2428 49 84
2429 33 38
2430 61 1
2431 55 29
2432 39 98
2433 85 79
2434 57 44
2435 74 96
2436 37 87
2437 92 76
2438 56 56
2439 57 55
2440 44 89
2441 79 29
2442 53 18
2443 72 18
2444 78 11
2445 51 4
2446 78 25
2447 85 24
2448 56 17
2449 48 67
2450 90 54
2451 42 26
2452 89 7
2453 86 7
2454 56 14
2455 72 92
2456 47 25
2457 29 77
2458 41 38
2459 33 93
2460 30 49
2461 86 61
2462 83 57
2463 97 24
2464 62 59
2465 52 56
2466 38 90
2467 84 53
2468 38 72
2469 48 99
2470 97 11
2471 49 75
2472 64 5
2473 80 99
2474 39 92
2475 28 84
2476 91 23
2477 54 84
2478 85 75
2479 69 25
2480 52 79
2481 62 80
2482 53 3
2483 29 11
2484 76 63
2485 82 86
2486 74 83
2487 96 50
2488 60 47
2489 91 88
2490 58 88
2491 53 49
2492 46 75
2493 92 74
2494 31 60
2495 71 18
2496 52 58
2497 59 71
2498 85 75
2499 29 42
2500 83 77
2501 31 40
2502 74 27
2503 37 97
2504 75 33
2505 99 87
2506 31 68
2507 71 20
2508 97 86
2509 62 98
2510 33 42
2511 50 12
2512 64 5
2513 62 76
2514 32 65
2515 89 93
2516 73 52
2517 51 64
2518 91 100
2519 55 42
2520 86 58
2521 79 15
2522 84 7
2523 36 7
2524 44 41
2525 84 6
2526 54 77
2527 56 55
2528 76 26
2529 46 60
2530 86 9
2531 67 70
2532 42 90
2533 44 11
2534 86 55
2535 46 52
2536 42 62
2537 47 22
2538 78 98
2539 55 14
2540 56 80
2541 42 47
2542 46 48
2543 30 21
2544 99 94
2545 93 63
2546 38 7
2547 96 89
2548 53 87
2549 81 66
2550 45 100
2551 40 84
2552 85 19
2553 28 1
2554 99 36
2555 66 24
2556 30 73
2557 93 47
2558 29 9
2559 56 38
2560 34 100
2561 99 81
2562 73 96
2563 66 10
2564 31 36
2565 68 28
2566 57 43
2567 59 13
2568 95 91
2569 95 26
2570 50 10
2571 43 28
2572 32 17
2573 81 91
2574 51 2
2575 95 14
2576 76 58
2577 70 13
2578 82 65
2579 29 7
2580 41 94
2581 83 76
2582 57 41
2583 59 28
2584 95 30
2585 34 4
2586 100 43
2587 32 93
2588 68 62
2589 80 64
2590 67 81
2591 86 78
2592 43 21
2593 96 23
2594 34 41
2595 92 54
2596 79 57
2597 56 23
2598 46 19
2599 74 68
2600 53 25
2601 87 1
2602 86 64
2603 91 93
2604 55 8
2605 77 46
2606 87 37
2607 28 71
2608 29 72
2609 60 63
2610 56 35
2611 82 17
2612 46 96
2613 77 68
2614 69 94
2615 72 55
2616 82 16
2617 55 10
2618 88 44
2619 47 66
2620 44 63
2621 30 19
2622 30 38
2623 85 51
2624 47 85
2625 39 6
2626 87 7
2627 96 19
2628 81 26
2629 52 7
2630 91 32
2631 40 88
2632 45 98
2633 39 20
2634 96 18
2635 62 98
2636 25 41
2637 81 55
2638 65 24
2639 70 49
2640 69 36
2641 80 19
2642 93 66
2643 85 59
2644 25 94
2645 28 76
2646 70 22
2647 66 99
2648 43 63
2649 74 74
2650 61 44
2651 94 8
2652 82 44
2653 44 96
2654 40 6
2655 96 24
2656 66 41
2657 72 60
2658 60 22
2659 94 51
2660 90 35
2661 60 52
2662 53 39
2663 61 49
2664 29 46
2665 50 6
2666 35 59
2667 90 23
2668 94 56
2669 30 82
2670 93 37
2671 76 97
2672 81 90
2673 74 86
2674 41 47
2675 93 42
2676 76 19
2677 77 97
2678 94 92
2679 74 79
2680 67 43
2681 42 51
2682 80 66
2683 85 22
2684 41 60
2685 65 85
2686 45 47
2687 73 47
2688 95 75
2689 39 48
2690 77 63
2691 89 74
2692 91 15
2693 54 59
2694 80 68
2695 40 74
2696 96 49
2697 40 17
2698 88 48
2699 62 94
2700 93 30
2701 84 75
2702 62 45
2703 100 13
2704 47 61
2705 76 54
2706 43 33
2707 34 9
2708 65 57
2709 52 41
2710 85 16
2711 26 86
2712 69 6
2713 91 47
2714 48 25
2715 45 83
2716 92 15
2717 78 64
2718 27 88
2719 68 46
2720 70 71
2721 43 24
2722 30 27
2723 79 22
2724 85 25
2725 59 72
2726 36 96
2727 53 91
2728 70 99
2729 50 87
2730 60 78
2731 79 39
2732 52 93
2733 28 72
2734 58 10
2735 98 36
2736 44 1
2737 91 26
2738 99 58
2739 85 28
2740 34 60
2741 72 18
2742 53 97
2743 49 1
2744 66 20
2745 49 40
2746 89 2
2747 33 4
2748 90 68
2749 67 48
2750 58 31
2751 71 64
2752 55 56
2753 77 39
2754 60 26
2755 74 90
2756 74 39
2757 79 66
2758 77 76
2759 33 5
2760 72 71
2761 36 24
2762 66 25
2763 88 18
2764 84 24
2765 57 100
2766 84 32
2767 100 52
2768 86 30
2769 27 89
2770 83 91
2771 53 85
2772 38 42
2773 99 86
2774 46 1
2775 35 51
2776 39 44
2777 86 58
2778 100 73
2779 90 66
2780 26 81
2781 54 28
2782 34 50
2783 34 72
2784 70 6
2785 92 20
2786 82 55
2787 26 49
2788 69 90
2789 35 11
2790 49 69
2791 44 76
2792 66 58
2793 89 46
2794 41 10
2795 87 77
2796 32 85
2797 59 45
2798 69 39
2799 61 36
2800 85 80
2801 82 64
2802 87 52
2803 60 9
2804 71 54
2805 63 92
2806 61 73
2807 41 63
2808 27 82
2809 67 19
2810 75 33
2811 60 51
2812 32 1
2813 41 83
2814 25 18
2815 67 52
2816 53 48
2817 92 21
2818 77 81
2819 53 46
2820 27 43
2821 69 14
2822 49 47
2823 94 85
2824 33 18
2825 44 85
2826 56 63
2827 81 8
2828 89 37
2829 100 40
2830 59 81
2831 54 9
2832 68 44
2833 70 69
2834 62 18
2835 84 23
2836 50 56
2837 76 68
2838 53 83
2839 83 48
2840 28 41
2841 99 6
2842 51 41
2843 69 46
2844 44 53
2845 91 86
2846 25 100
2847 25 100
2848 95 8
2849 90 60
2850 55 33
2851 60 17
2852 49 53
2853 94 76
2854 35 67
2855 41 87
2856 87 42
2857 93 65
2858 62 25
2859 71 50
2860 26 9
2861 86 49
2862 58 66
2863 28 14
2864 51 72
2865 80 49
2866 38 37
2867 45 74
2868 47 51
2869 68 82
2870 46 20
2871 66 44
2872 91 25
2873 84 62
2874 87 10
2875 43 34
2876 83 42
2877 61 72
2878 65 34
2879 46 63
2880 80 82
2881 72 35
2882 92 17
2883 56 72
2884 63 34
2885 50 22
2886 30 96
2887 74 87
2888 83 42
2889 79 93
2890 73 60
2891 67 96
2892 46 16
2893 71 89
2894 66 6
2895 96 63
2896 50 63
2897 100 59
2898 60 95
2899 95 80
2900 28 27
2901 44 61
2902 99 70
2903 45 45
2904 100 30
2905 66 77
2906 61 76
2907 58 69
2908 77 43
2909 66 94
2910 34 48
2911 100 35
2912 69 75
2913 37 100
2914 47 2
2915 31 33
2916 92 2
2917 71 19
2918 48 19
2919 54 99
2920 90 76
2921 48 93
2922 96 71
2923 79 20
2924 65 56
2925 58 34
2926 72 88
2927 100 68
2928 31 58
2929 90 23
2930 48 40
2931 30 61
2932 55 30
2933 93 94
2934 75 61
2935 82 8
2936 90 72
2937 54 10
2938 65 26
2939 70 27
2940 89 1
2941 73 4
2942 53 20
2943 38 61
2944 79 17
2945 39 41
2946 81 53
2947 52 25
2948 96 51
2949 53 90
2950 69 63
2951 45 20
2952 77 73
2953 47 80
2954 30 65
2955 63 88
2956 46 69
2957 84 87
2958 87 50
2959 36 88
2960 93 44
2961 79 7
2962 76 27
2963 42 89
2964 82 78
2965 92 26
2966 95 49
2967 64 25
2968 73 36
2969 77 75
2970 53 35
2971 32 45
2972 88 34
2973 68 20
2974 94 83
2975 69 41
2976 48 34
2977 37 80
2978 75 35
2979 81 82
2980 37 20
2981 52 12
2982 47 59
2983 27 72
2984 99 74
2985 82 1
2986 59 86
2987 74 16
2988 67 55
2989 56 92
2990 34 4
2991 50 15
2992 60 95
2993 45 35
2994 78 70
2995 36 33
2996 61 6
2997 89 92
2998 62 49
2999 37 17
3000 96 48
3001 86 38
3002 27 87
3003 97 21
3004 42 52
3005 93 11
3006 31 6
3007 95 3
3008 92 65
3009 48 17
3010 29 68
3011 63 22
3012 46 2
3013 91 32
3014 99 11
3015 84 63
3016 91 82
3017 43 59
3018 43 9
3019 34 18
3020 31 88
3021 63 6
3022 56 64
3023 37 89
3024 77 91
3025 100 9
3026 41 16
3027 46 53
3028 49 29
3029 73 39
3030 31 44
3031 40 63
3032 61 91
3033 26 21
3034 27 23
3035 48 64
3036 90 47
3037 33 37
3038 58 36
3039 69 14
3040 44 16
3041 62 1
3042 80 93
3043 32 100
3044 37 31
3045 70 22
3046 67 8
3047 50 62
3048 60 6
3049 42 70
3050 68 56
3051 58 41
3052 35 99
3053 60 28
3054 42 45
3055 40 80
3056 36 86
3057 83 25
3058 79 58
3059 39 7
3060 71 20
3061 74 59
3062 40 16
3063 77 95
3064 99 22
3065 61 74
3066 98 55
3067 95 1
3068 96 64
3069 40 38
3070 66 98
3071 95 48
3072 62 85
3073 74 96
3074 26 6
3075 66 31
3076 38 92
3077 87 82
3078 29 88
3079 98 72
3080 74 76
3081 95 6
3082 39 85
3083 83 3
3084 90 41
3085 40 49
3086 90 63
3087 30 31
3088 70 86
3089 61 28
3090 52 87
3091 65 13
3092 85 85
3093 93 19
3094 76 51
3095 26 96
3096 70 63
3097 25 53
3098 41 68
3099 82 23
3100 60 43
3101 35 83
3102 79 69
3103 93 96
3104 75 8
3105 98 61
3106 80 92
3107 31 40
3108 60 90
3109 73 9
3110 51 44
3111 41 77
3112 48 97
3113 31 71
3114 30 53
3115 96 64
3116 98 11
3117 51 11
3118 93 93
3119 46 2
3120 55 67
3121 76 82
3122 100 87
3123 91 18
3124 83 30
3125 73 65
3126 36 17
3127 81 49
3128 53 94
3129 96 32
3130 66 82
3131 51 49
3132 62 29
3133 54 98
3134 32 87
3135 85 9
3136 65 57
3137 34 79
3138 98 62
3139 52 57
3140 89 79
3141 85 94
3142 90 91
3143 36 27
3144 39 54
3145 34 73
3146 97 88
3147 90 44
3148 83 29
3149 73 62
3150 27 26
3151 43 72
3152 76 52
3153 56 32
3154 89 36
3155 78 94
3156 41 23
3157 62 37
3158 50 50
3159 55 71
3160 64 76
3161 49 93
3162 51 62
3163 94 8
3164 32 86
3165 86 71
3166 63 74
3167 27 47
3168 87 1
3169 40 58
3170 44 65
3171 85 81
3172 53 70
3173 70 91
3174 98 10
3175 64 74
3176 58 52
3177 45 88
3178 58 78
3179 35 41
3180 66 13
3181 52 60
3182 29 7
3183 100 2
3184 85 90
3185 35 75
3186 83 32
3187 58 73
3188 61 5
3189 34 72
3190 69 54
3191 33 52
3192 26 50
3193 32 2
3194 94 67
3195 27 63
3196 82 20
3197 69 14
3198 57 18
3199 63 80
3200 37 81
3201 57 58
3202 54 87
3203 82 3
3204 65 61
3205 66 85
3206 46 55
3207 92 23
3208 72 2
3209 26 58
3210 27 20
3211 75 48
3212 46 89
3213 69 1
3214 91 35
3215 82 13
3216 52 60
3217 80 20
3218 99 96
3219 69 82
3220 25 57
3221 27 99
3222 72 70
3223 35 73
3224 62 4
3225 38 8
3226 92 2
3227 74 46
3228 45 93
3229 64 47
3230 94 77
3231 31 90
3232 26 47
3233 80 70
3234 84 90
3235 63 73
3236 61 47
3237 87 30
3238 76 24
3239 56 46
3240 80 13
3241 37 51
3242 50 43
3243 34 13
3244 49 42
3245 44 81
3246 47 70
3247 30 27
3248 25 95
3249 36 99
3250 59 76
3251 34 35
3252 53 23
3253 87 37
3254 82 53
3255 47 54
3256 89 56
3257 47 37
3258 92 56
3259 36 16
3260 41 25
3261 74 72
3262 47 94
3263 89 85
3264 25 92
3265 87 68
3266 54 90
3267 55 24
3268 74 44
3269 37 67
3270 79 24
3271 68 77
3272 52 87
3273 84 46
3274 57 2
3275 35 83
3276 26 76
3277 60 83
3278 48 66
3279 34 98
3280 87 53
3281 86 26
3282 79 22
3283 39 57
3284 41 84
3285 48 58
3286 94 46
3287 77 84
3288 89 91
3289 65 50
3290 87 57
3291 89 96
3292 92 36
3293 41 100
3294 96 63
3295 82 19
3296 59 73
3297 81 41
3298 58 27
3299 29 23
3300 30 8
3301 54 14
3302 98 27
3303 86 59
3304 74 44
3305 39 10
3306 35 99
3307 83 47
3308 77 100
3309 62 76
3310 36 38
3311 38 39
3312 91 59
3313 100 24
3314 77 51
3315 27 56
3316 32 81
3317 87 98
3318 81 49
3319 60 30
3320 85 23
3321 72 85
3322 31 85
3323 85 82
3324 45 82
3325 85 54
3326 89 67
3327 53 12
3328 42 62
3329 36 14
3330 62 47
3331 39 6
3332 85 4
3333 49 86
3334 74 55
3335 98 74
3336 29 56
3337 25 71
3338 41 4
3339 41 8
3340 47 42
3341 73 50
3342 48 4
3343 97 4
3344 72 19
3345 49 36
3346 80 51
3347 38 12
3348 84 83
3349 53 99
3350 53 64
3351 31 15
3352 51 44
3353 30 13
3354 66 67
3355 69 74
3356 98 93
3357 64 39
3358 95 84
3359 35 41
3360 29 86
3361 85 79
3362 77 100
3363 27 100
3364 50 71
3365 32 8
3366 98 25
3367 90 7
3368 35 19
3369 89 47
3370 33 70
3371 33 56
3372 46 58
3373 58 87
3374 41 51
3375 39 19
3376 35 55
3377 76 31
3378 51 61
3379 93 74
3380 42 88
3381 69 7
3382 43 97
3383 94 7
3384 37 41
3385 25 18
3386 77 94
3387 80 93
3388 78 3
3389 85 6
3390 30 10
3391 97 14
3392 95 66
3393 87 44
3394 61 4
3395 98 93
3396 60 13
3397 64 82
3398 32 4
3399 99 21
3400 41 52
3401 34 84
3402 33 78
3403 45 54
3404 98 39
3405 73 32
3406 35 54
3407 76 74
3408 26 73
3409 68 45
3410 36 69
3411 34 48
3412 81 82
3413 64 76
3414 53 51
3415 39 89
3416 64 13
3417 85 97
3418 82 28
3419 76 43
3420 82 10
3421 62 78
3422 70 84
3423 46 48
3424 52 76
3425 93 10
3426 95 78
3427 39 38
3428 63 88
3429 76 89
3430 45 45
3431 97 79
3432 88 53
3433 81 72
3434 88 39
3435 44 57
3436 71 28
3437 58 35
3438 67 7
3439 87 78
3440 49 81
3441 91 41
3442 50 88
3443 35 47
3444 72 41
3445 39 48
3446 98 59
3447 49 80
3448 96 41
3449 81 69
3450 52 80
3451 43 93
3452 69 18
3453 62 94
3454 81 7
3455 44 90
3456 52 27
3457 61 17
3458 78 68
3459 29 5
3460 59 29
3461 39 85
3462 72 86
3463 84 78
3464 94 77
3465 60 21
3466 42 74
3467 49 3
3468 28 95
3469 67 5
3470 64 35
3471 65 7
3472 57 23
3473 25 96
3474 88 100
3475 93 51
3476 91 2
3477 39 14
3478 56 36
3479 26 52
3480 64 84
3481 46 42
3482 29 20
3483 93 60
3484 80 69
3485 29 16
3486 41 26
3487 47 62
3488 65 88
3489 76 80
3490 74 59
3491 64 39
3492 65 36
3493 86 2
3494 91 10
3495 37 92
3496 41 86
3497 51 85
3498 47 93
3499 80 68
3500 72 71
3501 90 55
3502 39 15
3503 70 62
3504 49 11
3505 38 19
3506 100 80
3507 31 86
3508 86 82
3509 80 67
3510 85 66
3511 67 2
3512 30 46
3513 46 27
3514 50 96
3515 48 46
3516 38 65
3517 58 66
3518 42 73
3519 98 51
3520 37 1
3521 78 98
3522 64 39
3523 63 98
3524 96 37
3525 89 65
3526 48 27
3527 38 47
3528 68 84
3529 98 10
3530 53 49
3531 54 25
3532 67 44
3533 39 22
3534 78 61
3535 28 73
3536 39 89
3537 58 53
3538 95 47
3539 32 20
3540 97 97
3541 39 83
3542 86 94
3543 36 1
3544 37 50
3545 37 77
3546 41 27
3547 99 46
3548 42 100
3549 73 83
3550 95 83
3551 41 9
3552 51 35
3553 81 11
3554 86 50
3555 25 8
3556 78 96
3557 43 5
3558 25 29
3559 26 25
3560 94 63
3561 67 31
3562 76 41
3563 73 40
3564 47 35
3565 97 63
3566 94 11
3567 77 39
3568 28 96
3569 54 29
3570 49 50
3571 78 86
3572 47 90
3573 28 13
3574 46 19
3575 46 100
3576 92 100
3577 51 87
3578 82 26
3579 58 84
3580 59 41
3581 26 71
3582 80 49
3583 82 74
3584 60 32
3585 86 89
3586 61 60
3587 50 73
3588 49 42
3589 46 58
3590 49 86
3591 49 77
3592 63 91
3593 96 39
3594 88 18
3595 44 31
3596 44 80
3597 87 16
3598 76 70
3599 58 66
3600 70 30
3601 27 59
3602 51 51
3603 94 78
3604 78 95
3605 71 72
3606 33 34
3607 68 77
3608 36 51
3609 27 64
3610 80 55
3611 65 70
3612 77 19
3613 65 39
3614 25 93
3615 37 27
3616 41 21
3617 61 22
3618 39 93
3619 39 63
3620 76 41
3621 61 47
3622 26 8
3623 93 8
3624 60 64
3625 83 3
3626 54 10
3627 57 11
3628 60 90
3629 52 33
3630 95 28
3631 28 19
3632 42 82
3633 70 78
3634 68 39
3635 100 98
3636 88 36
3637 57 54
3638 80 26
3639 30 61
3640 47 18
3641 83 6
3642 69 50
3643 34 85
3644 82 62
3645 81 84
3646 40 44
3647 79 26
3648 41 43
3649 55 3
3650 77 8
3651 37 58
3652 49 50
3653 87 81
3654 84 77
3655 35 33
3656 99 78
3657 46 98
3658 58 28
3659 38 70
3660 59 41
3661 78 54
3662 38 77
3663 68 9
3664 44 92
3665 97 28
3666 30 88
3667 31 35
3668 100 64
3669 60 55
3670 82 15
3671 73 91
3672 64 90
3673 71 5
3674 60 19
3675 37 13
3676 94 61
3677 45 44
3678 28 43
3679 47 35
3680 77 41
3681 74 46
3682 80 21
3683 75 79
3684 25 56
3685 54 12
3686 31 56
3687 72 4
3688 66 10
3689 41 18
3690 73 10
3691 55 84
3692 52 94
3693 38 39
3694 93 45
3695 45 66
3696 42 29
3697 96 73
3698 95 34
3699 45 40
3700 91 40
3701 49 87
3702 54 26
3703 68 21
3704 75 31
3705 94 1
3706 71 60
3707 78 40
3708 64 26
3709 77 60
3710 48 62
3711 46 54
3712 61 41
3713 54 7
3714 49 80
3715 58 35
3716 95 50
3717 89 72
3718 81 58
3719 85 30
3720 79 84
3721 38 94
3722 41 31
3723 65 35
3724 64 25
3725 63 92
3726 77 100
3727 70 30
3728 60 77
3729 28 22
3730 66 69
3731 65 19
3732 59 91
3733 98 91
3734 73 6
3735 81 85
3736 97 96
3737 50 1
3738 50 10
3739 63 23
3740 66 22
3741 50 92
3742 43 52
3743 50 68
3744 100 69
3745 77 80
3746 40 13
3747 50 3
3748 85 35
3749 84 93
3750 70 32
3751 94 88
3752 84 8
3753 41 75
3754 87 71
3755 37 53
3756 83 48
3757 90 64
3758 58 70
3759 40 64
3760 90 11
3761 30 98
3762 92 29
3763 25 43
3764 35 12
3765 40 8
3766 33 15
3767 65 62
3768 85 62
3769 48 16
3770 43 75
3771 55 65
3772 87 55
3773 47 64
3774 51 65
3775 62 43
3776 98 74
3777 51 97
3778 70 44
3779 88 84
3780 37 30
3781 42 67
3782 27 47
3783 90 94
3784 98 67
3785 64 98
3786 57 19
3787 75 99
3788 74 95
3789 91 89
3790 70 63
3791 35 95
3792 86 41
3793 87 3
3794 75 91
3795 31 8
3796 51 36
3797 64 71
3798 76 10
3799 92 64
3800 86 47
3801 49 75
3802 90 67
3803 92 59
3804 93 72
3805 69 33
3806 61 75
3807 86 24
3808 58 14
3809 96 47
3810 45 68
3811 68 49
3812 74 9
3813 47 29
3814 91 29
3815 96 44
3816 95 13
3817 28 79
3818 26 98
3819 76 11
3820 28 58
3821 50 73
3822 61 45
3823 81 67
3824 36 39
3825 42 100
3826 64 40
3827 50 35
3828 77 54
3829 95 54
3830 37 54
3831 30 15
3832 51 16
3833 80 99
3834 87 89
3835 61 60
3836 97 85
3837 50 71
3838 71 78
3839 72 7
3840 30 26
3841 100 19
3842 91 48
3843 93 41
3844 62 75
3845 66 87
3846 41 72
3847 68 49
3848 52 79
3849 37 20
3850 96 66
3851 48 37
3852 72 72
3853 42 96
3854 78 97
3855 80 91
3856 83 74
3857 39 67
3858 80 31
3859 76 56
3860 79 88
3861 26 82
3862 29 33
3863 50 58
3864 46 24
3865 46 27
3866 76 100
3867 48 16
3868 95 71
3869 72 30
3870 54 78
3871 38 12
3872 77 14
3873 81 78
3874 87 67
3875 83 51
3876 38 16
3877 94 25
3878 30 22
3879 32 37
3880 77 87
3881 43 47
3882 65 70
3883 57 9
3884 59 5
3885 69 38
3886 90 3
3887 87 38
3888 60 84
3889 66 36
3890 38 18
3891 43 90
3892 38 58
3893 89 53
3894 31 49
3895 36 72
3896 30 87
3897 50 9
3898 95 20
3899 26 38
3900 86 87
3901 26 68
3902 58 67
3903 85 67
3904 57 24
3905 29 29
3906 50 42
3907 33 23
3908 56 84
3909 26 44
3910 71 84
3911 63 93
3912 77 88
3913 74 85
3914 72 48
3915 79 54
3916 76 63
3917 49 85
3918 94 50
3919 89 63
3920 80 79
3921 36 55
3922 92 32
3923 60 62
3924 81 75
3925 76 10
3926 88 97
3927 39 71
3928 25 83
3929 26 61
3930 34 28
3931 66 78
3932 92 7
3933 54 34
3934 41 70
3935 41 18
3936 73 11
3937 38 93
3938 60 26
3939 47 40
3940 49 34
3941 66 15
3942 41 65
3943 61 62
3944 79 12
3945 50 87
3946 98 97
3947 75 30
3948 50 24
3949 66 55
3950 53 63
3951 95 92
3952 35 56
3953 69 15
3954 26 98
3955 26 19
3956 32 38
3957 65 97
3958 28 38
3959 58 9
3960 81 25
3961 52 52
3962 73 56
3963 35 53
3964 35 40
3965 55 57
3966 37 17
3967 53 82
3968 62 92
3969 71 11
3970 92 50
3971 56 57
3972 33 59
3973 51 77
3974 65 50
3975 34 5
3976 57 87
3977 89 36
3978 81 18
3979 58 29
3980 62 1
3981 94 44
3982 49 88
3983 87 67
3984 73 97
3985 55 99
3986 63 61
3987 31 47
3988 25 27
3989 31 3
3990 70 9
3991 71 69
3992 32 8
3993 64 32
3994 51 99
3995 90 42
3996 83 6
3997 25 82
3998 26 69
3999 69 54
4000 68 42
4001 53 96
4002 77 6
4003 36 8
4004 27 64
4005 39 100
4006 97 48
4007 56 58
4008 82 14
4009 33 49
4010 79 88
4011 99 40
4012 48 67
4013 39 79
4014 70 41
4015 84 27
4016 31 66
4017 42 74
4018 49 59
4019 67 8
4020 37 2
4021 75 11
4022 48 29
4023 62 65
4024 91 1
4025 74 90
4026 87 38
4027 81 49
4028 38 56
4029 37 44
4030 57 2
4031 73 25
4032 75 66
4033 26 78
4034 52 99
4035 56 55
4036 94 75
4037 83 15
4038 69 61
4039 34 10
4040 70 8
4041 37 56
4042 35 88
4043 97 26
4044 95 22
4045 62 58
4046 58 65
4047 76 62
4048 45 93
4049 99 61
4050 76 32
4051 86 4
4052 83 52
4053 100 83
4054 51 80
4055 30 48
4056 61 56
4057 45 71
4058 45 6
4059 71 16
4060 32 61
4061 70 3
4062 42 99
4063 100 10
4064 50 99
4065 94 49
4066 97 58
4067 38 82
4068 50 12
4069 99 7
4070 47 36
4071 72 77
4072 60 82
4073 36 8
4074 58 95
4075 40 33
4076 72 31
4077 38 46
4078 77 60
4079 76 48
4080 26 50
4081 50 51
4082 76 29
4083 71 43
4084 49 10
4085 83 9
4086 66 79
4087 80 15
4088 99 20
4089 97 54
4090 85 50
4091 49 23
4092 64 21
4093 51 78
4094 87 7
4095 84 62
4096 80 56
4097 92 52
4098 97 22
4099 71 67
4100 40 31
4101 30 51
4102 38 87
4103 59 41
4104 63 61
4105 89 12
4106 91 34
4107 93 81
4108 64 94
4109 55 78
4110 42 37
4111 52 78
4112 66 77
4113 47 1
4114 43 28
4115 72 43
4116 41 31
4117 75 96
4118 52 75
4119 62 59
4120 32 98
4121 84 87
4122 48 50
4123 69 34
4124 52 75
4125 82 1
4126 67 13
4127 100 100
4128 46 24
4129 96 1
4130 64 74
4131 38 11
4132 84 58
4133 44 14
4134 67 99
4135 68 51
4136 32 13
4137 98 25
4138 73 40
4139 45 92
4140 80 62
